PseudoID,M546980,M500458,M545731,M533840,M568671,M500312,M555496,M595483,M545313,M582014,M551262,M589819,M599421,M537226,M594455,M555258,M528662,M540101,M557500,M592855,M592593,M537130,M550040,M521338,M549904,UniSp4,M527219,M575624,M513552,M512914,M510218,M503257,M589283,M528205,M556038,M534459,M568363,M578371,M554956,M504849,M533067,M567468,M571201,M560046,M543625,M578816,M569912,M527306,M575600,M583270,M587063,M539339,M500786,M511006,M542419,M526581,M564991,M500850,M583234,M598640,UniSp6,M581305,M558622,M596656,M519895,M508663,M562884,M555824,M575307,M595344,M577494,M562618,M520731,M521662,M585231,M580497,M534697,M525015,M550367,M569679,M583617,M592847,M581022,M501655,M579984,M500673,M526839,M573575,M589482,M515950,M540958,M575100,M562636,M588194,M566284,M596452,M517081,M562598,M528263,M558234,M581923,M585191,M540969,M588021,M527905,M593461,M516970,M598858,M527197,M519103,M547854,M554022,M579664,M552528,M551175,M548578,M559102,M566199,M575036,M547368,M532769,M551773,M540935,M553208,M511260,M501735,M530657,M595841,M555060,M545577,DiseaseSubtypeFull,DiseaseSubtype
S1006,1.1906,-1.6104,3.2216,4.9556,-0.3004,1.7456,-1.9334,9.3546,4.7706,-1.5874,0.8196,6.7746,0.3806,1.2906,1.1056,4.9766,3.9406,-1.2204,5.5406,2.7876,0.6876,5.7316,3.6536,7.6576,1.6036,0.6986,1.4076,2.7326,-1.7184,-0.2684,4.4156,3.4556,-4.7144,1.6936,-2.7194,3.0286,4.9106,1.0066,1.6586,7.0596,3.9806,5.7196,-1.1694,1.9926,6.4036,0.5656,5.2526,6.4026,4.2576,2.6226,-0.4684,1.8856,1.9946,8.9426,2.3586,5.5486,0.6796,5.0236,5.5426,5.4066,-7.7354,6.0136,7.9946,2.0136,0.8916,4.3406,-0.9724,3.6016,6.6046,2.2686,6.9956,8.1196,7.7766,1.9396,8.0036,3.7186,5.4376,-1.1684,4.4126,4.3686,2.5786,3.0956,-0.4244,0.8696,1.1606,1.0376,5.0276,7.5986,6.4626,-3.3844,0.5436,4.7986,5.7436,-0.7274,3.6986,4.4106,3.8406,2.2616,4.8736,-2.1414,4.4766,0.4966,2.2866,2.0786,-1.4404,4.4106,1.8876,3.9266,2.9316,5.9376,6.3556,6.7806,3.6376,2.0216,2.7076,6.4766,3.8366,6.5476,1.4766,3.0696,0.7666,4.8026,-2.6834,4.3196,4.9106,-2.5394,0.6946,5.4886,-2.6384,6.0986,CS,5
S1117,2.6966,1.6996,8.6266,8.4316,1.6896,-0.9044,-2.5244,9.8326,5.0956,0.8366,0.8516,7.4436,3.0206,3.0556,2.7166,8.6866,8.1766,-3.0184,3.3396,2.9626,3.7356,5.4306,7.5486,5.7046,0.3866,-0.2124,4.3926,3.9396,-3.0564,-2.3754,3.3996,1.6336,-8.0464,5.3576,0.5336,2.6916,5.5206,5.0506,4.9356,7.1136,5.0586,5.2246,-2.9104,5.6126,7.1106,1.1106,3.0346,16.0466,5.4206,4.2326,2.1936,5.5746,3.9526,6.2886,2.2496,7.1466,3.0496,6.0696,4.1426,6.9816,-7.1134,7.5326,8.0436,1.7506,4.2696,4.4486,-0.1034,2.4806,5.4606,2.5536,7.6786,7.3286,7.7286,1.5516,7.2346,2.3406,10.1906,1.0166,4.9066,3.2056,4.5906,4.1996,1.9026,1.1496,1.6066,-1.0324,7.9726,6.4706,6.2436,-1.1304,2.6876,2.3536,9.3056,-1.0324,5.2966,7.8556,3.9086,4.1966,4.7186,-0.1314,3.1796,2.6216,4.6476,5.8876,-3.0944,7.1486,-1.1344,0.9976,2.4316,5.7026,6.0036,6.2046,3.0906,3.2896,5.6366,7.9506,2.7206,9.2266,2.2336,1.8006,3.2276,1.8916,-4.4074,7.1816,3.9806,-2.5684,1.0396,7.4406,-0.3774,5.2166,PA,3
S1460,1.3182,-1.0478,3.0392,4.9262,-0.3578,0.8912,-2.3118,7.5692,4.5742,-1.5738,0.4222,8.1612,0.2232,1.3692,1.1952,7.4332,3.2312,-2.5418,7.7838,3.6992,1.2912,6.0532,5.4322,6.5562,1.5242,-0.2218,1.2812,2.9872,-2.4168,-0.9438,3.9002,2.8392,-5.3098,2.9312,-1.9198,3.1452,5.4342,2.5412,2.3052,4.9012,3.8862,4.7922,-1.9888,2.7752,4.1782,0.4992,4.4292,5.0722,2.3322,3.4292,-0.0578,1.6942,2.0922,5.7692,0.0262,8.6542,1.2652,4.4152,4.9362,6.3122,-8.6618,6.1552,7.1232,1.5582,1.5922,3.8452,-1.0198,2.9242,5.9172,2.2992,5.9362,7.5932,7.3992,1.5892,6.9172,3.8162,4.4462,-1.0188,4.5812,3.8062,2.6122,3.8042,-0.2128,1.0332,0.9322,0.4622,5.7672,6.7272,4.6722,-3.2508,0.4842,4.1232,5.4712,-0.8138,4.0242,3.6942,3.6942,2.7492,4.4552,-1.5638,3.6362,0.5832,3.0002,2.4782,-2.1258,4.2052,1.3892,3.2472,2.5172,5.6232,7.2342,6.0142,3.0672,2.1982,3.2432,5.9602,3.0622,6.1132,2.1142,2.2972,1.0442,4.0102,-3.4118,3.6982,4.1092,-2.3688,0.4652,5.7742,-2.6128,5.3322,PPGL,4
S1270,0.8614,-1.6026,2.5164,3.8174,-0.9166,2.4324,-1.5076,8.7544,5.0944,-1.7896,0.9054,6.9294,0.3814,1.3224,0.5264,3.5824,2.8024,0.5054,5.0794,3.0734,0.9724,5.6144,3.1864,8.2174,1.3444,1.9154,1.7864,2.5904,-1.6826,-0.3966,5.1394,4.1334,-3.4416,2.9184,-2.0816,2.7824,4.1834,1.3394,1.9714,6.4124,3.9414,4.6994,-0.4466,2.5844,6.7944,0.3824,4.8664,4.1944,5.9034,2.9224,-0.4696,1.8284,1.5214,6.7984,2.5434,4.3304,0.4804,4.5624,5.9184,5.7684,-5.2316,6.2444,10.3374,1.1424,1.3754,3.9864,-1.3516,4.0804,5.4494,1.9604,7.5574,7.0664,8.8424,2.0094,5.7514,2.8924,3.6524,-0.9916,4.8484,5.3894,2.1634,2.9094,-0.6476,-0.2706,1.5564,0.7284,5.3584,6.6284,7.2854,-3.5816,0.3324,4.5944,4.1114,-0.6756,3.6694,1.9714,4.4924,1.8004,5.8124,-2.2156,4.7604,0.7364,1.2924,2.3244,-1.5896,4.5144,3.6464,4.7174,1.7924,8.7314,6.1754,6.0754,3.0384,1.8734,2.7954,5.1284,3.7124,5.3114,0.8834,2.0364,0.1854,4.2114,-2.7476,4.3264,4.5964,-2.7426,3.2804,5.0534,-2.8916,7.0414,PA,3
S1127,2.8954,0.4984,3.0284,6.8124,-0.0616,-0.0906,-2.1046,3.8554,3.8004,-0.8416,0.8434,3.6244,2.7194,1.3994,1.5754,3.2244,3.7004,-3.5706,3.6434,2.6124,3.4324,2.9244,1.3764,7.4794,2.1464,-1.0196,1.8714,3.3944,-2.4966,-1.1096,3.4804,1.1584,-5.7716,3.6404,-0.8526,0.9254,5.3724,2.4444,4.2404,3.4974,4.6334,3.6914,-2.7346,4.3354,-1.3656,1.8874,5.3804,5.5814,3.3434,3.0164,0.4344,1.0254,3.7284,2.7584,-0.0476,9.8824,1.6094,5.5494,4.3054,6.3594,-10.3346,6.5644,5.0924,2.7514,2.4614,4.6074,-1.2756,0.6494,5.0724,3.1684,8.2944,8.3734,4.2854,-0.1656,3.8884,3.5964,4.9914,0.6284,2.3704,3.7834,3.5914,4.7104,1.8964,-1.1836,0.4914,-0.0906,5.6624,5.2164,5.3004,-3.0926,2.0194,2.1984,9.9574,-2.6376,6.8064,4.5824,3.7534,3.3074,4.4334,-0.3366,3.0864,0.0844,5.0594,3.5284,-2.0446,6.0704,0.4854,3.2604,2.4164,2.7684,6.0044,12.0944,0.7004,3.6554,3.2854,5.7924,4.0754,6.4654,2.4584,1.7014,2.2784,3.2054,-3.2336,6.4294,3.2024,-2.7746,-0.8356,6.2804,-1.9006,5.3764,CS,5
S1424,1.1762,-1.4438,2.0282,3.8352,-0.6508,2.4672,-1.5838,11.1952,4.9952,-1.9548,0.8232,6.9742,0.5242,0.8682,0.6522,5.8152,2.8172,0.9222,6.3442,3.0982,0.8132,5.4952,5.8842,8.6242,1.6862,2.0482,1.3652,2.8032,-1.5958,0.1212,5.4962,4.9162,-2.6728,3.3742,-2.1238,2.7032,3.6832,2.9902,2.3962,6.1942,3.8502,4.3492,-0.3618,2.6962,7.8382,0.5362,5.7632,6.6162,5.0842,3.2062,-0.6188,1.7212,1.5952,6.9862,-0.9678,3.6452,-0.0548,4.6742,6.3992,5.7642,-5.8968,5.5292,10.6802,1.2852,1.3582,3.9022,-1.4518,4.5242,5.4492,1.5992,7.1442,10.1752,9.7992,2.0622,7.9712,3.4392,3.6792,-0.9348,4.8852,5.9562,2.3342,3.5562,-0.5098,3.3212,1.3612,1.5712,5.4042,8.8752,7.2472,-3.7128,0.2682,5.7772,4.3782,-0.6258,4.2312,1.9542,4.1672,2.0412,6.1122,-1.2188,5.4362,0.4142,2.1052,2.2422,-1.5358,4.5602,5.8642,4.9922,3.0812,8.6632,6.5922,6.1302,3.2472,1.7762,2.7932,4.7932,3.6862,5.9672,1.0362,2.1052,-0.0918,4.7702,-2.7478,4.4592,4.0762,-2.3588,3.3752,5.3792,-2.8708,7.4952,PA,3
S1193,1.6926,-1.3584,0.3996,2.1866,-0.1744,0.8276,-1.9164,15.92,5.2216,-1.6944,0.4256,12.1914,1.8256,1.0996,1.2006,9.3256,0.4966,-2.4954,5.6806,3.0856,1.4456,4.0756,6.4606,6.5516,1.8896,-0.7994,1.0936,2.8856,-2.1304,-0.1744,5.0706,3.3806,-4.7904,2.6776,-2.1764,2.3186,4.9896,0.2646,2.5226,4.4686,3.7996,4.1866,-1.5444,2.8076,3.8246,0.8936,4.9806,4.4176,3.2156,2.9226,-0.4674,1.1136,2.4426,4.6726,-0.1594,3.5376,0.6286,4.8016,7.0296,5.0096,-9.9834,6.2296,7.6236,1.6966,0.9726,4.9126,-1.4214,2.9946,6.3096,2.0726,5.8626,14.8358,6.7246,1.6316,5.9666,2.9556,3.6906,-1.1754,4.7026,4.4306,2.9856,3.1786,-0.3474,0.6666,0.8836,1.0516,4.7766,4.9136,6.1966,-3.5894,0.4136,5.2236,4.3716,-0.9094,3.8446,2.4146,4.6396,2.6396,6.7166,-1.5854,4.2316,0.2496,2.4506,1.6146,-1.6994,4.9686,1.9176,4.1556,3.7396,3.7866,6.1486,5.2916,2.7756,1.9316,2.4156,6.3026,3.9966,7.4116,1.7906,3.0256,0.9336,4.3686,-2.8884,3.8146,4.3926,-1.8654,-0.3724,5.3296,-2.9174,6.3566,PHT,2
S1334,3.1162,-0.3358,4.1322,3.5812,0.7212,-0.0998,-2.8548,15.92,4.7492,-0.4288,0.4492,6.1682,2.0002,2.4202,2.1022,7.2002,3.0442,-3.6918,3.1592,2.3112,2.3392,4.3802,5.6712,4.8622,1.0832,-1.4398,2.1342,4.6682,-2.6418,-1.5858,3.3142,1.7192,-8.7658,6.2472,-1.3948,2.3962,9.2962,2.7172,5.6852,4.4052,4.2492,4.2372,-2.4238,3.8742,3.4262,0.7902,3.7672,5.2862,2.6152,3.8552,1.0192,1.9322,3.3272,5.2772,-0.5898,9.9002,1.9732,6.0522,3.7342,5.8812,-10.4508,7.7542,6.3912,1.6982,2.1932,3.7762,-0.4918,2.4582,6.1562,2.1812,4.4682,14.8358,4.6892,1.5272,3.3332,3.5492,6.3502,0.2962,3.8122,3.5882,3.3122,4.2772,1.1872,-2.1848,-0.0728,0.4062,12.3386,3.7862,5.0252,-2.1598,1.7972,3.7062,6.8922,-1.2418,4.8002,4.0582,3.4932,4.0462,4.0132,0.0122,3.5762,0.7302,3.8452,3.6932,-2.3668,5.2902,-0.1478,2.5212,1.9802,3.8402,4.8802,5.0242,1.9312,3.2342,4.1882,6.6352,3.0782,13.3118,0.1272,2.2732,2.0842,2.8992,-3.6648,5.3802,3.5042,-2.5378,-1.4218,6.0062,-1.7138,4.2532,PPGL,4
S1350,0.9032,-1.2168,2.3752,3.9792,-1.3328,2.0532,-1.7858,8.8112,4.9582,-2.0318,0.7112,6.3562,0.6542,0.9092,0.1332,3.6362,3.0142,0.8502,7.7838,3.2372,0.8802,6.0112,3.7822,9.5892,1.4562,1.7982,1.3452,2.5212,-1.7708,-0.0388,5.1042,4.4912,-2.3968,3.3042,-2.2348,3.0532,4.3032,1.3372,1.5642,6.3302,3.6262,4.5412,-0.5798,2.2272,9.0172,0.2472,4.3702,5.0382,0.6362,2.2972,-0.5808,1.9602,1.2792,10.1522,0.0002,3.8092,-0.0348,4.1412,6.1072,5.6492,-5.6918,5.1672,10.3272,1.1822,0.9262,3.8732,-1.7898,4.4262,5.9592,1.6632,7.3982,9.4052,10.6512,2.1592,11.2162,2.6922,4.0272,-1.4118,5.1142,5.5092,1.8442,2.8002,-0.4038,3.7012,1.6862,0.6292,5.0922,8.6612,7.3492,-3.9408,0.3952,5.4442,4.1032,-0.5448,3.5362,2.0562,4.0482,1.9462,7.4992,-2.1458,5.0432,0.5742,2.0492,2.3832,-1.9218,4.6372,5.0472,4.9242,2.1762,9.3252,5.3802,5.4502,3.4782,1.7532,2.8982,5.3722,3.8882,5.4772,1.1892,2.3272,0.2522,4.3242,-3.0948,3.6682,4.1982,-2.8568,3.0182,4.7992,-3.0908,7.9872,PA,3
S1048,1.618,-1.516,2.626,3.499,-0.107,1.123,-2.332,9.541,4.363,-1.537,-0.313,7.319,0.186,1.102,1.422,4.401,2.545,-2.452,4.8,3.502,0.903,5.413,3.16,6.288,1.649,-0.053,0.636,3.051,-1.987,-0.869,4.734,3.205,-6.583,4.914,-2.578,2.527,4.149,1.579,2.563,5.196,3.391,3.972,-1.8,2.352,4.029,0.519,5.072,4.908,3.12,3.453,-0.469,0.988,2.025,10.164,1.655,4.763,0.467,4.983,4.343,4.805,-9.43,7.582,10.89,1.233,0.606,4.47,-1.174,2.521,7.602,2.199,5.626,14.8358,6.859,1.293,8.187,3.59,3.504,-1.213,4.373,3.929,2.382,3.831,-0.39,1.581,0.268,0.996,6.511,5.902,5.208,-3.338,-0.044,3.895,5.851,-1.213,3.457,3.042,3.278,2.128,3.618,-1.686,3.904,-0.2,3.009,1.267,-1.737,3.836,1.452,3.297,2.197,5.399,7.517,5.105,3.737,1.582,3.124,6.34,3.53,5.829,1.058,2.574,1.439,4.065,-3.122,3.987,4.96,-2.148,-0.219,5.222,-2.558,5.717,CS,5
S1416,1.7504,-0.3766,3.4644,4.1344,-0.2676,0.3524,-1.8266,5.9574,5.3894,-1.2316,1.4684,6.7454,1.3244,1.4634,1.5234,5.0524,3.0574,-1.6816,3.5344,2.8094,1.6604,2.3864,4.3234,11.9874,1.4914,-2.4656,1.8684,4.0814,-1.8066,-0.6516,3.2414,3.0174,-5.2856,2.8314,-2.0806,2.2604,5.5364,1.6004,2.8264,4.2964,3.4294,5.6884,-1.4616,3.1214,3.2274,1.3894,4.1354,4.6144,2.1044,4.8774,-0.4876,0.7734,2.3324,4.4564,0.2134,8.4504,1.8854,5.4534,4.4504,6.3774,-11.3926,6.6534,5.1684,1.8674,1.6974,3.8164,-0.7456,1.6564,4.8044,2.7744,6.1944,5.5234,4.0574,1.6374,2.4464,5.1374,4.1554,-0.4056,2.7524,4.7504,2.8844,3.4544,0.5034,-3.0776,0.8814,0.7504,7.7874,4.2204,6.1764,-3.1716,1.4004,2.6854,4.6574,-0.6446,3.3334,4.1504,3.9634,3.2504,4.1184,-1.8456,3.7924,0.7064,3.4704,2.6684,-1.7446,5.5964,1.0944,3.3234,1.5134,3.5864,6.2564,5.0544,1.3834,3.6414,3.4844,7.6104,3.3624,13.3118,2.2014,2.2914,1.3824,3.2014,-2.8456,4.3234,2.9444,-2.4076,-2.0646,5.9444,-2.4066,5.0644,PHT,2
S1351,1.292,-1.807,2.126,3.573,-0.923,1.501,-1.819,7.591,4.735,-1.755,0.471,6.924,0.27,1.135,0.389,4.817,2.438,-1.37,5.007,3.307,1.358,4.313,4.027,8.248,1.674,1.544,1.481,2.736,-2.107,-0.284,4.759,3.653,-4.45,2.645,-1.912,2.657,4.547,3.459,2.086,5.563,3.696,4.153,-1.25,2.822,7.03,0.469,5.05,4.854,4.928,2.948,-0.387,1.414,1.75,7.82,-0.015,4.013,-0.055,4.795,5.643,5.613,-6.347,6.442,9.803,1.532,1.9,3.972,-1.4,3.61,5.833,2.173,7.898,9.45,9.067,2.092,8.264,3.194,4.04,-1.188,4.808,4.453,2.548,3.113,-0.491,3.457,1.379,0.956,5.828,7.963,6.727,-3.643,0.181,4.132,4.259,-0.561,4.304,2.242,3.781,2.204,5.511,-1.816,3.946,0.44,2.008,1.976,-1.609,4.185,2.306,4.086,2.471,6.088,6.812,5.119,3.217,1.583,2.499,5.663,3.514,5.56,1.028,2.142,0.526,4.415,-2.719,4.126,5.016,-2.732,2.233,5.089,-3.089,6.552,PA,3
S1235,3.2354,0.5904,2.0554,4.4304,-0.4056,-0.8436,-2.1746,15.92,3.2204,-1.1376,0.3554,8.5594,1.6614,1.4974,1.5884,13.7836,2.8974,-4.6886,4.0694,3.5944,2.6494,3.7874,11.4056,6.0684,1.9094,-1.2166,3.1824,3.9074,-2.7516,-1.0936,2.8394,2.1244,-7.0246,1.6574,-1.8396,1.6594,4.7644,0.9864,3.9714,4.4694,3.5474,4.0724,-3.4566,3.3404,3.0414,1.2154,6.0834,6.5184,2.0354,4.4574,-0.1396,0.8294,4.0294,3.6724,-0.0386,8.9874,2.5774,5.0064,5.1434,7.0644,-10.8156,7.3224,5.9424,1.7734,2.0614,3.7554,-0.9436,1.4744,4.5044,3.6704,7.8344,14.8358,5.4244,0.9764,3.2464,2.8744,3.0314,0.1314,3.4614,2.9544,3.7994,4.0674,1.0194,-2.1926,1.0024,-0.5566,5.1184,5.0704,4.7634,-2.8396,1.5184,2.1004,5.6384,-1.8336,7.6554,3.0034,3.5484,3.2304,2.8094,-1.1626,3.6694,1.2824,3.6544,3.4214,-2.9536,4.3484,-0.0626,1.7314,1.7864,3.1324,4.9754,5.7484,1.5944,2.8284,3.1214,9.2734,3.4304,4.6534,2.3124,2.1124,2.2354,3.6724,-3.8306,6.3924,3.3214,-2.2656,-1.2046,4.7524,-2.3346,3.3724,CS,5
S1220,0.6004,-0.4146,1.8634,3.2614,-0.1256,0.2484,-2.0426,15.92,1.7484,-2.2276,-0.7586,5.7224,1.4024,-0.9186,0.7124,13.7836,2.2184,-3.9446,4.7494,1.4744,2.2324,4.6324,4.4734,11.9874,1.3914,-2.5246,-0.0106,4.4234,-2.3466,-1.7366,3.6324,2.2524,-6.0536,1.8634,-1.5416,0.6704,10.466,0.4204,3.2744,1.7224,1.2834,3.0474,-2.5716,2.8354,3.4494,2.0064,4.4504,16.0466,0.1144,1.9454,-0.8736,-0.9856,1.9134,0.5024,3.7734,1.3324,0.6284,4.1144,2.0544,2.3534,-12.0866,11.0592,14.3542,1.0104,1.5654,7.1804,-2.0776,0.1074,5.6304,4.7204,4.7504,14.8358,3.0564,-0.1806,1.4134,8.0824,5.1574,-1.6626,0.4704,4.6194,4.0524,4.3514,0.4404,-2.5426,-2.2176,0.1834,12.3386,2.8434,4.4784,-4.4416,-0.9826,3.6374,7.6844,-2.7046,1.9674,3.2944,2.8584,2.3324,3.5344,-1.6856,9.812,-2.2476,2.5424,2.4544,-1.2066,3.0734,0.8224,4.6364,-0.5246,1.9564,9.0764,4.4994,1.0234,1.6844,1.5364,4.6954,1.9834,13.3118,0.8484,2.8844,1.3634,4.1974,-2.3966,8.4504,2.3854,-2.6656,-1.5786,4.7814,-2.5526,6.0294,CS,5
S1380,2.48,4.544,7.78,5.372,1.721,-1.159,-2.779,6.868,5.235,0.757,0.359,6.386,2.362,2.686,3.297,6.804,7.444,-4.247,5.019,3.225,4.294,4.397,7.859,6.299,1.538,-1.232,3.398,3.944,-3.094,-1.854,3.358,2.215,-7.167,4.742,0.223,2.176,5.883,3.815,6.705,4.508,4.037,3.671,-3.14,5.678,3.561,1.298,4.164,16.0466,2.945,5.435,1.912,3.277,4.33,4.781,-0.205,10.158,3.245,7.441,4.936,5.703,-10.203,8.095,5.312,2.24,4.386,3.986,-0.528,2.088,5.323,3.245,5.778,6.311,5.932,1.187,4.867,3.263,8.285,1.366,3.83,2.728,5.108,3.589,3.386,-0.945,0.469,-0.546,12.3386,4.474,5.22,-1.483,2.453,2.631,9.179,-1.361,6.934,7.69,2.917,4.441,4.34,0.387,3.751,1.663,9.478,9.342,-3.024,8.61,-0.376,1.485,2.854,3.926,5.499,8.73,1.346,5.026,4.626,8.209,2.643,13.3118,2.534,1.767,4.255,3.361,-4.242,6.986,3.274,-1.469,-0.798,6.424,-0.727,4.747,PA,3
S1426,1.4196,0.1096,5.9346,12.4156,0.8076,-0.0884,-2.3684,15.92,4.4746,-0.7934,-0.2374,8.9146,0.9566,2.6176,2.3266,6.9076,5.0806,-4.0444,7.7838,3.6546,2.1946,3.6496,5.8496,6.9346,1.8326,-2.1094,2.4866,7.0056,-2.6704,-1.7234,3.7566,2.8796,-6.8154,2.8026,-1.9054,2.4136,5.1996,1.4706,2.5256,5.6216,6.5526,3.7906,-2.6374,2.6126,3.7426,1.7916,4.4106,5.5736,-8.2454,4.6206,0.0486,2.1906,2.4936,7.4236,0.5716,12.1288,2.1086,6.5236,3.8336,5.9736,-11.7694,5.6556,5.6156,2.4026,1.8586,3.9766,-1.2354,2.3756,5.8216,3.1326,7.2816,14.8358,4.7756,1.0436,4.6636,3.6496,4.3106,0.2066,3.5456,2.4926,5.2626,3.4536,0.5626,-0.6594,0.2036,0.1246,5.7736,5.4286,6.2016,-2.4644,1.5796,3.6386,7.7446,-1.4844,4.9556,4.8846,3.9886,2.3126,4.1406,-1.1574,2.9666,1.5286,3.8986,2.8586,-2.2874,7.1126,0.0796,2.1006,3.1396,2.8906,11.974,3.6866,2.5886,3.0396,4.1516,7.5786,3.0116,13.3118,2.2126,1.9576,3.2306,3.2676,-3.3504,5.6806,3.6006,-2.0594,-1.6444,5.3276,-1.8034,4.8906,CS,5
S1331,3.0156,-0.7144,2.9566,5.4056,-0.0944,0.5256,-2.2644,15.92,4.2456,-0.7604,0.9746,6.1946,2.1146,1.7306,1.8856,5.1126,2.4746,-2.9224,4.0136,2.2256,2.7136,4.1136,2.8716,6.5686,1.7326,-2.4564,2.7636,3.7406,-1.6764,-1.3594,3.6956,2.3336,-6.5294,5.6856,-1.4124,2.3716,4.4156,1.4586,3.2006,5.2106,4.5906,4.3786,-1.7294,3.0346,6.1406,1.8846,3.7376,4.7206,0.5646,2.9976,0.5216,1.7876,2.7216,3.8266,2.4976,3.6936,1.3546,6.5156,5.4596,5.1336,-11.3274,6.8546,4.2616,1.1456,2.9856,5.8576,-1.1304,1.4156,10.8486,3.2586,5.3146,4.2716,6.4816,1.5436,3.3676,4.2586,4.1966,0.5556,1.9696,3.7006,3.4636,2.9486,1.2476,-2.8234,0.8546,0.1886,8.1186,2.8156,5.5666,-2.7134,1.7846,3.2686,5.1846,-0.9634,5.1316,3.3666,5.2696,3.4466,2.4456,-0.9964,2.2156,0.4346,2.9726,4.0746,-1.6324,5.8856,0.4616,2.7646,1.3406,1.9416,4.4116,5.0176,1.4586,3.6676,3.9126,6.9436,4.1156,5.3216,2.5746,2.0346,2.1406,3.1836,-2.9624,4.4936,3.4816,-2.8754,-0.6974,6.8136,-2.2324,5.0706,PPGL,4
S1078,1.762,-0.727,3.927,3.726,0.015,1.697,-1.95,15.92,4.488,-0.993,-0.797,12.1914,0.145,1.082,1.239,11.267,2.038,-4.504,7.7838,7.035,2.26,4.509,5.727,8.621,2.165,-1.336,0.147,3.759,-1.576,-1.319,6.173,2.648,-3.873,3.016,-2.352,1.577,6.06,2.063,3.479,4.193,3.676,4.17,-1.204,2.651,6.689,1.351,5.906,4.602,-0.276,2.213,0.527,2.115,2.411,6.35,0.822,5.943,1.186,4.196,4.585,4.723,-10.051,6.675,10.38,1.036,1.726,5.257,-1.722,2.391,6.609,3.917,5.438,7.448,9.813,0.461,6.398,4.353,3.759,-0.554,3.735,3.441,3.528,4.177,0.49,1.697,-0.27,0.722,6.401,13.0294,5.098,-2.898,0.387,5.965,4.604,-2.225,4.621,2.688,3.166,2.667,3.251,-0.444,5.576,-0.075,2.633,2.553,0.003,3.739,1.621,2.823,1.427,3.313,4.439,6.633,3.601,2.25,2.575,5.723,5.068,4.388,2.145,2.57,2.284,5.32,-1.426,3.3,4.759,-2.471,0.511,5.582,-2.438,6.541,CS,5
S1082,1.1286,-1.5514,1.8766,3.1686,-0.7964,1.7406,-1.9104,7.9776,5.4476,-1.7674,0.7296,7.0026,1.3016,1.1096,0.5196,5.2396,2.0046,-0.7584,5.8896,4.3656,1.2456,5.7796,4.9116,8.5676,1.7166,1.1966,1.5436,2.6646,-2.1874,-0.4314,4.7526,3.9996,-4.4404,2.6746,-2.1144,2.6386,4.7286,1.5656,2.2366,5.6326,3.9366,4.7156,-1.1224,2.8836,6.9276,0.3466,5.0456,4.6926,5.1136,2.3666,-0.1134,1.7116,1.7656,6.4956,1.5246,4.0376,-0.0984,5.0016,6.0796,5.4366,-6.8384,6.1876,10.0666,1.3476,1.7366,4.0816,-1.5334,3.5486,5.8846,1.7986,6.8026,7.3736,8.5466,1.8546,9.4036,3.0146,3.7846,-1.1374,4.9856,4.7696,2.4406,2.9676,-0.4514,1.8776,1.5086,0.7016,6.3936,7.5616,7.5146,-3.7894,0.3996,5.0626,3.8526,-0.9394,3.3156,1.4406,4.4016,2.5346,5.8856,-1.6614,5.0076,0.1046,2.5676,2.0856,-1.9854,4.2066,2.9266,4.8636,2.7116,7.0176,6.4276,5.2606,3.2686,1.5376,2.4636,4.8336,3.5326,5.3206,0.9066,2.1676,0.5446,4.3536,-3.1234,3.5646,3.9486,-2.7794,1.6616,5.2326,-3.3414,7.1266,PA,3
S1025,1.279,-1.125,4.561,5.809,-1.395,2.079,-1.565,9.223,4.209,-2.086,0.92,6.235,1.221,1.041,0.368,5.846,4.956,0.651,5.602,4.323,1.084,5.274,6.181,9.025,1.854,1.712,1.421,2.421,-1.978,-0.063,4.97,4.425,-2.724,2.899,-2.709,3.18,4.359,2.086,1.235,5.982,3.852,4.188,-0.71,2.31,7.317,0.179,5.154,7.342,5.161,2.853,-0.991,1.791,1.815,7.95,-0.021,8.203,0.45,4.114,6.275,5.64,-6.063,5.848,9.858,1.198,0.676,4.061,-1.542,3.728,5.956,1.739,8.852,8.193,10.119,2.456,9.541,2.207,6.393,-1.247,5.227,5.736,1.448,2.79,-0.922,3.1,2.277,0.264,4.587,8.145,6.838,-3.998,0.66,5.515,6.28,-0.414,3.773,4.21,3.785,2.088,6.565,-3.083,5.883,0.396,2.939,2.067,-1.918,4.737,4.487,5.043,2.667,7.209,6.37,5.13,3.567,1.457,2.186,6.125,3.876,8.187,0.636,2.344,1.153,4.804,-3.106,4.077,4.745,-3.239,2.557,4.794,-3.217,7.118,PHT,2
