model_type,id,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,accuracy,balanced_accuracy,f1_macro,f1_micro,f1_weighted,fbeta_2_macro,fbeta_3_macro,fbeta_4_macro,fbeta_2_micro,fbeta_3_micro,fbeta_4_micro,fbeta_2_weighted,fbeta_3_weighted,fbeta_4_weighted,roc_auc_macro,roc_auc_micro,roc_auc_weighted
KNearestNeighbours,KNN-2-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-3-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-4-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-5-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-6-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-7-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-8-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-9-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-10-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-11-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-12-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-13-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-14-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-15-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-16-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-17-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-18-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-19-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-20-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-21-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-22-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-23-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-24-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-25-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-26-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-27-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-28-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-29-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-30-9,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-1-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-2-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-3-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-4-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-5-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-6-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-7-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-8-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-9-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-10-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-11-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-12-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-13-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-14-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-15-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-16-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-17-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-18-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-19-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-20-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-21-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-22-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-23-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-24-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-25-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-26-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-27-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-28-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-29-10,,,,,,,,,,,,,,,,,,,,,,,
KNearestNeighbours,KNN-30-10,,,,,,,,,,,,,,,,,,,,,,,
